Key,Chord_Progression,ChordName,Voicing,Emotion,Scale,File_Path
F#,IVmaj7-V7-Imaj7,Bmaj7-Db7-F#maj7,Drop 2,Victorious,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwo/F#:Gb.mid
F,IVmaj7-V7-Imaj7,Bbmaj7-C7-Fmaj7,Drop 2,soft,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwo/F:E#.mid
Ab,IVmaj7-V7-Imaj7,Dbmaj7-Eb7-Abmaj7,Drop 2,Epic,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwo/G#:Ab.mid
G,IVmaj7-V7-Imaj7,Cmaj7-D7-Gmaj7,Drop 2,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwo/G.mid
Bb,IVmaj7-V7-Imaj7,Ebmaj7-F7-Bbmaj7,Drop 2+4,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwoFour/A#:Bb.mid
A,IVmaj7-V7-Imaj7,Dmaj7-E7-Amaj7,Drop 2+4,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwoFour/A.mid
B,IVmaj7-V7-Imaj7,Emaj7-F#7-Bmaj7,Drop 2+4,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwoFour/B:Cb.mid
Db,IVmaj7-V7-Imaj7,F#maj7-Ab7-Dbmaj7,Drop 2+4,Depressive,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwoFour/C#:Db.mid
C,IVmaj7-V7-Imaj7,Fmaj7-G7-Cmaj7,Drop 2+4,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwoFour/C:B#.mid
Eb,IVmaj7-V7-Imaj7,Abmaj7-Bb7-Ebmaj7,Drop 2+4,Love,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwoFour/D#:Eb.mid
D,IVmaj7-V7-Imaj7,Gmaj7-A7-Dmaj7,Drop 2+4,Delicate,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwoFour/D.mid
E,IVmaj7-V7-Imaj7,Amaj7-B7-Emaj7,Drop 2+4,Vital,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwoFour/E:Fb.mid
F#,IVmaj7-V7-Imaj7,Bmaj7-Db7-F#maj7,Drop 2+4,Victorious,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwoFour/F#:Gb.mid
F,IVmaj7-V7-Imaj7,Bbmaj7-C7-Fmaj7,Drop 2+4,soft,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwoFour/F:E#.mid
Ab,IVmaj7-V7-Imaj7,Dbmaj7-Eb7-Abmaj7,Drop 2+4,Epic,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwoFour/G#:Ab.mid
G,IVmaj7-V7-Imaj7,Cmaj7-D7-Gmaj7,Drop 2+4,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropTwoFour/G.mid
Bb,IVmaj7-V7-Imaj7,Ebmaj7-F7-Bbmaj7,Drop 3,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropThree/A#:Bb.mid
A,IVmaj7-V7-Imaj7,Dmaj7-E7-Amaj7,Drop 3,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropThree/A.mid
B,IVmaj7-V7-Imaj7,Emaj7-F#7-Bmaj7,Drop 3,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropThree/B:Cb.mid
Db,IVmaj7-V7-Imaj7,F#maj7-Ab7-Dbmaj7,Drop 3,Depressive,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropThree/C#:Db.mid
C,IVmaj7-V7-Imaj7,Fmaj7-G7-Cmaj7,Drop 3,Joyful,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropThree/C:B#.mid
Eb,IVmaj7-V7-Imaj7,Abmaj7-Bb7-Ebmaj7,Drop 3,Love,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropThree/D#:Eb.mid
D,IVmaj7-V7-Imaj7,Gmaj7-A7-Dmaj7,Drop 3,Delicate,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropThree/D.mid
E,IVmaj7-V7-Imaj7,Amaj7-B7-Emaj7,Drop 3,Vital,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropThree/E:Fb.mid
F#,IVmaj7-V7-Imaj7,Bmaj7-Db7-F#maj7,Drop 3,Victorious,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropThree/F#:Gb.mid
F,IVmaj7-V7-Imaj7,Bbmaj7-C7-Fmaj7,Drop 3,soft,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropThree/F:E#.mid
Ab,IVmaj7-V7-Imaj7,Dbmaj7-Eb7-Abmaj7,Drop 3,Epic,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropThree/G#:Ab.mid
G,IVmaj7-V7-Imaj7,Cmaj7-D7-Gmaj7,Drop 3,Fantasy,Ionian,Dataset/Fundamental_progression/IVmaj7-V7-Imaj7/DropThree/G.mid
Bb,bVImaj7-bVII7-Imaj7,F#maj7-Ab7-Bbmaj7,Four-Way Close,Joyful,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/FourWayClose/A#:Bb.mid
A,bVImaj7-bVII7-Imaj7,Fmaj7-G7-Amaj7,Four-Way Close,Joyful,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/FourWayClose/A.mid
B,bVImaj7-bVII7-Imaj7,Gmaj7-A7-Bmaj7,Four-Way Close,Fantasy,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/FourWayClose/B:Cb.mid
Db,bVImaj7-bVII7-Imaj7,Amaj7-B7-Dbmaj7,Four-Way Close,Depressive,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/FourWayClose/C#:Db.mid
C,bVImaj7-bVII7-Imaj7,Abmaj7-Bb7-Cmaj7,Four-Way Close,Joyful,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/FourWayClose/C:B#.mid
Eb,bVImaj7-bVII7-Imaj7,Bmaj7-Db7-Ebmaj7,Four-Way Close,Love,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/FourWayClose/D#:Eb.mid
D,bVImaj7-bVII7-Imaj7,Bbmaj7-C7-Dmaj7,Four-Way Close,Delicate,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/FourWayClose/D.mid
E,bVImaj7-bVII7-Imaj7,Cmaj7-D7-Emaj7,Four-Way Close,Vital,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/FourWayClose/E:Fb.mid
F#,bVImaj7-bVII7-Imaj7,Dmaj7-E7-F#maj7,Four-Way Close,Victorious,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/FourWayClose/F#:Gb.mid
F,bVImaj7-bVII7-Imaj7,Dbmaj7-Eb7-Fmaj7,Four-Way Close,soft,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/FourWayClose/F:E#.mid
Ab,bVImaj7-bVII7-Imaj7,Emaj7-F#7-Abmaj7,Four-Way Close,Epic,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/FourWayClose/G#:Ab.mid
G,bVImaj7-bVII7-Imaj7,Ebmaj7-F7-Gmaj7,Four-Way Close,Fantasy,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/FourWayClose/G.mid
Bb,bVImaj7-bVII7-Imaj7,F#maj7-Ab7-Bbmaj7,Drop 2,Joyful,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwo/A#:Bb.mid
A,bVImaj7-bVII7-Imaj7,Fmaj7-G7-Amaj7,Drop 2,Joyful,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwo/A.mid
B,bVImaj7-bVII7-Imaj7,Gmaj7-A7-Bmaj7,Drop 2,Fantasy,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwo/B:Cb.mid
Db,bVImaj7-bVII7-Imaj7,Amaj7-B7-Dbmaj7,Drop 2,Depressive,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwo/C#:Db.mid
C,bVImaj7-bVII7-Imaj7,Abmaj7-Bb7-Cmaj7,Drop 2,Joyful,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwo/C:B#.mid
Eb,bVImaj7-bVII7-Imaj7,Bmaj7-Db7-Ebmaj7,Drop 2,Love,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwo/D#:Eb.mid
D,bVImaj7-bVII7-Imaj7,Bbmaj7-C7-Dmaj7,Drop 2,Delicate,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwo/D.mid
E,bVImaj7-bVII7-Imaj7,Cmaj7-D7-Emaj7,Drop 2,Vital,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwo/E:Fb.mid
F#,bVImaj7-bVII7-Imaj7,Dmaj7-E7-F#maj7,Drop 2,Victorious,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwo/F#:Gb.mid
F,bVImaj7-bVII7-Imaj7,Dbmaj7-Eb7-Fmaj7,Drop 2,soft,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwo/F:E#.mid
Ab,bVImaj7-bVII7-Imaj7,Emaj7-F#7-Abmaj7,Drop 2,Epic,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwo/G#:Ab.mid
G,bVImaj7-bVII7-Imaj7,Ebmaj7-F7-Gmaj7,Drop 2,Fantasy,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwo/G.mid
Bb,bVImaj7-bVII7-Imaj7,F#maj7-Ab7-Bbmaj7,Drop 2+4,Joyful,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwoFour/A#:Bb.mid
A,bVImaj7-bVII7-Imaj7,Fmaj7-G7-Amaj7,Drop 2+4,Joyful,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwoFour/A.mid
B,bVImaj7-bVII7-Imaj7,Gmaj7-A7-Bmaj7,Drop 2+4,Fantasy,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwoFour/B:Cb.mid
Db,bVImaj7-bVII7-Imaj7,Amaj7-B7-Dbmaj7,Drop 2+4,Depressive,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwoFour/C#:Db.mid
C,bVImaj7-bVII7-Imaj7,Abmaj7-Bb7-Cmaj7,Drop 2+4,Joyful,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwoFour/C:B#.mid
Eb,bVImaj7-bVII7-Imaj7,Bmaj7-Db7-Ebmaj7,Drop 2+4,Love,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwoFour/D#:Eb.mid
D,bVImaj7-bVII7-Imaj7,Bbmaj7-C7-Dmaj7,Drop 2+4,Delicate,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwoFour/D.mid
E,bVImaj7-bVII7-Imaj7,Cmaj7-D7-Emaj7,Drop 2+4,Vital,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwoFour/E:Fb.mid
F#,bVImaj7-bVII7-Imaj7,Dmaj7-E7-F#maj7,Drop 2+4,Victorious,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwoFour/F#:Gb.mid
F,bVImaj7-bVII7-Imaj7,Dbmaj7-Eb7-Fmaj7,Drop 2+4,soft,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwoFour/F:E#.mid
Ab,bVImaj7-bVII7-Imaj7,Emaj7-F#7-Abmaj7,Drop 2+4,Epic,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwoFour/G#:Ab.mid
G,bVImaj7-bVII7-Imaj7,Ebmaj7-F7-Gmaj7,Drop 2+4,Fantasy,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropTwoFour/G.mid
Bb,bVImaj7-bVII7-Imaj7,F#maj7-Ab7-Bbmaj7,Drop 3,Joyful,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropThree/A#:Bb.mid
A,bVImaj7-bVII7-Imaj7,Fmaj7-G7-Amaj7,Drop 3,Joyful,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropThree/A.mid
B,bVImaj7-bVII7-Imaj7,Gmaj7-A7-Bmaj7,Drop 3,Fantasy,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropThree/B:Cb.mid
Db,bVImaj7-bVII7-Imaj7,Amaj7-B7-Dbmaj7,Drop 3,Depressive,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropThree/C#:Db.mid
C,bVImaj7-bVII7-Imaj7,Abmaj7-Bb7-Cmaj7,Drop 3,Joyful,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropThree/C:B#.mid
Eb,bVImaj7-bVII7-Imaj7,Bmaj7-Db7-Ebmaj7,Drop 3,Love,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropThree/D#:Eb.mid
D,bVImaj7-bVII7-Imaj7,Bbmaj7-C7-Dmaj7,Drop 3,Delicate,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropThree/D.mid
E,bVImaj7-bVII7-Imaj7,Cmaj7-D7-Emaj7,Drop 3,Vital,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropThree/E:Fb.mid
F#,bVImaj7-bVII7-Imaj7,Dmaj7-E7-F#maj7,Drop 3,Victorious,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropThree/F#:Gb.mid
F,bVImaj7-bVII7-Imaj7,Dbmaj7-Eb7-Fmaj7,Drop 3,soft,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropThree/F:E#.mid
Ab,bVImaj7-bVII7-Imaj7,Emaj7-F#7-Abmaj7,Drop 3,Epic,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropThree/G#:Ab.mid
G,bVImaj7-bVII7-Imaj7,Ebmaj7-F7-Gmaj7,Drop 3,Fantasy,Aeolian,Dataset/Fundamental_progression/bVImaj7 - bVII7 - Imaj7/DropThree/G.mid
